========================================
         BYBIT OHLC DATA
========================================
Symbol     : 1000BONKUSDT
Category   : linear
Timeframe  : 5m
Total Data : 35136 candle
Dari       : 2025-06-01 00:00:00 UTC
Sampai     : 2025-09-30 23:55:00 UTC
Generated  : 2026-05-15 05:36:52 UTC
========================================

Waktu (UTC)              | Open          High          Low           Close         Volume          
2025-07-08 23:30:00      | 0.021935      0.021970      0.021916      0.021945      7692200.0000    
2025-07-08 23:35:00      | 0.021945      0.022047      0.021937      0.021995      26647900.0000   
2025-07-08 23:40:00      | 0.021995      0.022033      0.021958      0.021964      14089500.0000   
2025-07-08 23:45:00      | 0.021964      0.022112      0.021953      0.022067      28736500.0000   
2025-07-08 23:50:00      | 0.022067      0.022100      0.022014      0.022038      15144600.0000   
2025-07-08 23:55:00      | 0.022038      0.022062      0.022005      0.022028      13486000.0000   
2025-07-09 00:00:00      | 0.022028      0.022045      0.021796      0.021816      56857000.0000   
2025-07-09 00:05:00      | 0.021816      0.022029      0.021806      0.022000      47284300.0000   
2025-07-09 00:10:00      | 0.022000      0.022048      0.021964      0.022007      21643000.0000   
2025-07-09 00:15:00      | 0.022007      0.022031      0.021924      0.022002      36783500.0000   
2025-07-09 00:20:00      | 0.022002      0.022018      0.021936      0.021948      14679400.0000   
2025-07-09 00:25:00      | 0.021948      0.021978      0.021855      0.021877      15299200.0000   
2025-07-09 00:30:00      | 0.021877      0.021879      0.021784      0.021790      12861300.0000   
2025-07-09 00:35:00      | 0.021790      0.021898      0.021787      0.021852      18203600.0000   
2025-07-09 00:40:00      | 0.021852      0.022092      0.021852      0.022085      48915100.0000   
2025-07-09 00:45:00      | 0.022085      0.022205      0.022065      0.022126      43662500.0000   
2025-07-09 00:50:00      | 0.022126      0.022264      0.022115      0.022249      37463900.0000   
2025-07-09 00:55:00      | 0.022249      0.022320      0.022146      0.022264      45734700.0000   
2025-07-09 01:00:00      | 0.022264      0.022418      0.022238      0.022369      58297800.0000   
2025-07-09 01:05:00      | 0.022369      0.022477      0.022298      0.022351      73083200.0000   
2025-07-09 01:10:00      | 0.022351      0.022368      0.022092      0.022143      67844000.0000   
